,index,Date,Open,High,Low,Close,Adj Close,Volume,MA20,STD20,BB_upper,BB_lower
0,19,2009-04-29,9.6132173538208,9.837376594543455,9.609729766845703,9.750204086303713,9.750204086303713,144941247.0,9.395769834518433,0.27102654005854415,9.937822914635522,8.853716754401344
1,20,2009-04-30,9.85705280303955,10.05605697631836,9.83314323425293,9.86228370666504,9.86228370666504,174881049.0,9.447924375534058,0.2540663626199717,9.956057100774,8.939791650294115
2,21,2009-05-01,9.838871002197266,9.902632713317873,9.752196311950684,9.805497169494627,9.805497169494627,97471985.0,9.486766338348389,0.24584383048121802,9.978453999310824,8.995078677385953
3,22,2009-05-04,9.917078018188477,10.022433280944824,9.832894325256348,10.01197338104248,10.01197338104248,128600225.0,9.526866054534912,0.26312055319058214,10.053107160916076,9.000624948153748
4,23,2009-05-05,9.962159156799316,10.087190628051758,9.894164085388184,10.037128448486328,10.037128448486328,96391952.0,9.570141315460205,0.27262190579200185,10.11538512704421,9.0248975038762
5,24,2009-05-06,10.131773948669434,10.168885231018066,9.987564086914062,10.049083709716797,10.049083709716797,105710750.0,9.61401433944702,0.2757004166159956,10.165415172679012,9.06261350621503
6,25,2009-05-07,10.064775466918944,10.086941719055176,9.77585792541504,9.87822437286377,9.87822437286377,120441759.0,9.65711531639099,0.2427344799514291,10.14258427629385,9.171646356488132
7,26,2009-05-08,10.03364086151123,10.214962005615234,9.83812427520752,10.145222663879396,10.145222663879396,155183494.0,9.700490188598632,0.24880396783867,10.198098124275973,9.202882252921292
8,27,2009-05-11,10.03239631652832,10.261536598205566,9.992545127868652,10.161413192749023,10.161413192749023,102755715.0,9.737688302993774,0.2596383779869196,10.256965058967614,9.218411547019935
9,28,2009-05-12,10.211973190307615,10.23638153076172,9.840864181518556,9.937999725341797,9.937999725341797,152200354.0,9.775172805786132,0.2283851413656762,10.231943088517484,9.31840252305478
10,29,2009-05-13,9.815459251403809,9.8727445602417,9.672494888305664,9.702134132385254,9.702134132385254,114138220.0,9.787675952911377,0.21629038752594104,10.220256727963259,9.355095177859495
11,30,2009-05-14,9.683703422546388,9.768634796142578,9.581336975097656,9.651324272155762,9.651324272155762,117920344.0,9.786131715774536,0.21719139212484528,10.220514500024226,9.351748931524845
12,31,2009-05-15,9.74098777770996,9.815957069396973,9.690925598144531,9.713590621948242,9.713590621948242,120799094.0,9.783342123031616,0.21777534926272346,10.218892821557063,9.34779142450617
13,32,2009-05-18,9.83139991760254,9.895659446716309,9.599020957946776,9.883953094482422,9.883953094482422,134570520.0,9.805185270309448,0.20372978337025122,10.21264483704995,9.397725703568945
14,33,2009-05-19,9.865522384643556,10.003503799438477,9.788311004638672,9.934762001037598,9.934762001037598,113925426.0,9.82686653137207,0.19242958670374116,10.211725704779553,9.442007357964588
